"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.344657242E1,4.274594116E1,1.170483398E1,7.714294434E0
2.354668542E1,4.372637939E1,1.120860291E1,2.688507080E0
2.364679942E1,2.988529968E1,2.889344788E1,1.828039551E1
2.374691242E1,3.022253418E1,2.748524475E1,2.068453979E1
2.384702542E1,4.330221558E1,7.693023682E0,1.311358643E1
2.394713942E1,4.622975159E1,1.288070679E0,3.270599365E0
2.404725242E1,3.515480042E1,2.005915833E1,1.998248291E1
2.414736542E1,2.311534119E1,3.084416199E1,2.570617676E1
2.424747875E1,2.850941467E1,2.820680237E1,2.167922974E1
2.434759275E1,3.178398132E1,2.881130981E1,1.196575928E1
2.444770575E1,2.708039856E1,3.398138428E1,7.266204834E0
2.454781975E1,1.807833862E1,3.893756104E1,8.625427246E0
2.464793275E1,9.713821411E0,4.118432617E1,1.167626953E1
2.474804575E1,9.987243652E0,4.117727661E1,1.184088135E1
2.484815975E1,1.335449219E1,4.028747559E1,1.109750366E1
2.494827275E1,1.101403809E1,3.832888794E1,1.811941528E1
2.504838575E1,2.254867554E0,3.496919250E1,2.716305542E1
2.514849975E1,3.807250977E0,3.322128296E1,2.907092285E1
2.524861317E1,2.795013428E0,3.312609863E1,2.921090698E1
2.534872617E1,3.979675293E0,3.546685791E1,2.591552734E1
2.544884017E1,3.944869995E0,3.558541870E1,2.569564819E1
2.554895317E1,-6.074859619E0,3.245959473E1,2.923483276E1
2.564906717E1,-5.071411133E-1,3.512858582E1,2.655413818E1
2.574918017E1,2.242156982E0,3.748390198E1,2.279577637E1
2.584929317E1,-4.239501953E0,3.555677795E1,2.619458008E1
2.594940717E1,-4.260452271E0,3.652781677E1,2.490707397E1
2.604952017E1,-1.662078857E0,3.716801453E1,2.481097412E1
2.614963417E1,-4.826354980E-2,3.814721680E1,2.421871948E1
2.624974712E1,2.307281494E-1,3.959831238E1,2.231933594E1
2.634986012E1,-1.152923584E0,4.038775635E1,2.152166748E1
2.644997412E1,-1.274566650E-1,4.116284180E1,1.946319580E1
2.655008712E1,4.469665527E0,4.155632019E1,1.651062012E1
2.665020112E1,9.588012695E0,4.191601562E1,1.156387329E1
2.675031412E1,1.647966003E1,4.017942810E1,9.476409912E0
2.685042812E1,2.413006592E1,3.724087524E1,6.450103760E0
2.695054112E1,3.234468079E1,3.220422363E1,-1.579620361E0
2.705065412E1,3.687333679E1,2.581001282E1,-1.123559570E1
2.715076812E1,3.797009277E1,2.034700012E1,-1.881707764E1
2.725088042E1,3.847111511E1,1.823471069E1,-2.029168701E1
2.735099442E1,3.822283936E1,1.694448853E1,-2.211447144E1
2.745110742E1,3.810871887E1,1.616462708E1,-2.277099609E1
2.755122042E1,3.829724121E1,1.601434326E1,-2.299960327E1
2.765133442E1,3.848783875E1,1.597135925E1,-2.283145142E1
2.775144742E1,3.855609131E1,1.602828979E1,-2.248904419E1
2.785156142E1,3.851405334E1,1.610124207E1,-2.262539673E1
2.795167442E1,3.795060730E1,1.543670654E1,-2.371258545E1
2.805178842E1,3.745265198E1,1.513798523E1,-2.458862305E1
2.815190142E1,3.626333618E1,1.481669617E1,-2.661428833E1
2.825201487E1,3.562561035E1,1.412719727E1,-2.787521362E1
2.835212887E1,3.530883789E1,1.275070190E1,-2.883050537E1
2.845224187E1,3.521507263E1,1.202748108E1,-2.936840820E1
2.855235587E1,3.591174316E1,1.031793213E1,-2.914849854E1
2.865246887E1,3.690966797E1,8.984619141E0,-2.848461914E1
2.875258188E1,3.795907593E1,8.507904053E0,-2.685275269E1
2.885269587E1,3.903266907E1,8.554611206E0,-2.449490356E1
2.895280887E1,3.850720215E1,9.229034424E0,-2.537179565E1
2.905292287E1,3.816880798E1,9.705047607E0,-2.592636108E1
2.915303587E1,3.789561462E1,1.015553284E1,-2.624346924E1
2.925315000E1,3.781175232E1,1.026611328E1,-2.635968018E1
2.935326300E1,3.754689026E1,1.024855042E1,-2.688940430E1
2.945337600E1,3.731253052E1,1.004209900E1,-2.724368286E1
2.955349000E1,3.716081238E1,1.006201172E1,-2.756484985E1
2.965360300E1,3.716764832E1,1.019598389E1,-2.741461182E1
2.975371700E1,3.714947510E1,1.024075317E1,-2.742340088E1
2.985383000E1,3.734829712E1,1.054104614E1,-2.744805908E1
2.995394400E1,3.756782532E1,1.045312500E1,-2.713031006E1
3.005405700E1,3.741755676E1,1.054858398E1,-2.716790771E1
3.015417000E1,3.698033142E1,1.040567017E1,-2.756985474E1
3.025428404E1,3.670933533E1,1.049917603E1,-2.767718506E1
3.035439704E1,3.703169250E1,1.068692017E1,-2.734704590E1
3.045451104E1,3.694651794E1,1.077555847E1,-2.720587158E1
3.055462404E1,3.675170898E1,1.084733582E1,-2.757904053E1
3.065473704E1,3.658357239E1,1.066191101E1,-2.801760864E1
3.075485104E1,3.647810364E1,1.070378113E1,-2.838159180E1
3.085496404E1,3.625344849E1,1.071347046E1,-2.849484253E1
3.095507804E1,3.617131042E1,1.067593384E1,-2.873452759E1
3.105519104E1,3.647709656E1,1.076296997E1,-2.819851685E1
3.115530404E1,3.639176941E1,1.030549622E1,-2.845806885E1
3.125541787E1,3.595922852E1,9.614761353E0,-2.910147095E1
3.135553087E1,3.583299255E1,9.069885254E0,-2.951651001E1
3.145564487E1,3.594784546E1,9.564407349E0,-2.898632812E1
3.155575787E1,3.629406738E1,1.015696716E1,-2.848394775E1
3.165587187E1,3.607403564E1,1.037413025E1,-2.863912964E1
3.175598487E1,3.625598145E1,1.077938843E1,-2.844528198E1
3.185609787E1,3.634175110E1,1.089762878E1,-2.789834595E1
3.195621187E1,3.649697876E1,1.089842224E1,-2.792855835E1
3.205632487E1,3.648086548E1,1.084443665E1,-2.752398682E1
3.215643887E1,3.660855103E1,1.096040344E1,-2.749450684E1
3.225655175E1,3.678375244E1,1.117134094E1,-2.714041138E1
3.235666475E1,3.686109924E1,1.135145569E1,-2.696023560E1
3.245677875E1,3.696343994E1,1.139401245E1,-2.711553955E1
3.255689175E1,3.694876099E1,1.137141418E1,-2.686810303E1
3.265700575E1,3.703758240E1,1.159687805E1,-2.688830566E1
3.275711875E1,3.721853638E1,1.155393982E1,-2.701235962E1
3.285723175E1,3.725856018E1,1.153320312E1,-2.670172119E1
3.295734575E1,3.737680054E1,1.151049805E1,-2.624749756E1
3.305745875E1,3.733401489E1,1.147393799E1,-2.630697632E1
3.315757275E1,3.727960205E1,1.147341919E1,-2.651052856E1
3.325768650E1,3.711268616E1,1.146165466E1,-2.682324219E1
3.335779950E1,3.713456726E1,1.140725708E1,-2.684741211E1
3.345791350E1,3.728169250E1,1.164414978E1,-2.686599731E1
3.355802650E1,3.724867249E1,1.146066284E1,-2.689242554E1
3.365814050E1,3.733593750E1,1.154180908E1,-2.668048096E1
3.375825350E1,3.722340393E1,1.149159241E1,-2.678433228E1
3.385836650E1,3.720852661E1,1.150067139E1,-2.655300903E1
3.395848050E1,3.721632385E1,1.130651855E1,-2.665881348E1
3.405859350E1,3.742706299E1,1.131146240E1,-2.653765869E1
3.415870750E1,3.727429199E1,1.124678040E1,-2.657391357E1
3.425881975E1,3.728131104E1,1.134936523E1,-2.664926147E1
3.435893275E1,3.733218384E1,1.130096436E1,-2.660040283E1
3.445904675E1,3.743397522E1,1.131098938E1,-2.647363281E1
3.455915975E1,3.741569519E1,1.132337952E1,-2.627941895E1
3.465927375E1,3.724618530E1,1.128649902E1,-2.635235596E1
3.475938675E1,3.743214417E1,1.138757324E1,-2.635290527E1
3.485949975E1,3.747447205E1,1.163139343E1,-2.622683716E1
3.495961375E1,3.756993103E1,1.164039612E1,-2.606417847E1
3.505972675E1,3.761805725E1,1.170967102E1,-2.592205811E1
3.515984075E1,3.751641846E1,1.161788940E1,-2.593850708E1
3.525995462E1,3.762475586E1,1.168496704E1,-2.591250610E1
3.536006862E1,3.770680237E1,1.161428833E1,-2.586645508E1
3.546018162E1,3.749343872E1,1.159031677E1,-2.586251831E1
3.556029463E1,3.758720398E1,1.149212646E1,-2.599618530E1
3.566040862E1,3.766583252E1,1.160470581E1,-2.585317993E1
3.576052162E1,3.765951538E1,1.160586548E1,-2.573788452E1
3.586063562E1,3.783273315E1,1.162373352E1,-2.551660156E1
3.596074862E1,3.786804199E1,1.150807190E1,-2.546932983E1
3.606086262E1,3.794097900E1,1.164266968E1,-2.561184692E1
3.616097562E1,3.800871277E1,1.172180176E1,-2.565307617E1
3.626108925E1,3.804232788E1,1.170812988E1,-2.548406982E1
3.636120225E1,3.808114624E1,1.176643372E1,-2.531988525E1
3.646131625E1,3.799160767E1,1.160113525E1,-2.526928711E1
3.656142925E1,3.811880493E1,1.164802551E1,-2.506051636E1
3.666154225E1,3.785835266E1,1.140232849E1,-2.497003174E1
3.676165625E1,3.805039978E1,1.149096680E1,-2.512979126E1
3.686176925E1,3.811146545E1,1.157060242E1,-2.495349121E1
3.696188325E1,3.803446960E1,1.148818970E1,-2.507870483E1
3.706199625E1,3.811161804E1,1.147494507E1,-2.512097168E1
3.716211025E1,3.810937500E1,1.138470459E1,-2.514715576E1
3.726222267E1,3.797505188E1,1.135369873E1,-2.533877563E1
3.736233667E1,3.782606506E1,1.139881897E1,-2.551150513E1
3.746244967E1,3.778747559E1,1.142092896E1,-2.557254028E1
3.756256367E1,3.784240723E1,1.142977905E1,-2.562014771E1
3.766267667E1,3.793716431E1,1.136949158E1,-2.546972656E1
3.776279067E1,3.779487610E1,1.122683716E1,-2.570135498E1
3.786290367E1,3.769764709E1,1.123843384E1,-2.567083740E1
3.796301767E1,3.777273560E1,1.141566467E1,-2.565832520E1
3.806313167E1,3.784770203E1,1.133807373E1,-2.569497681E1
3.816324467E1,3.774078369E1,1.128016663E1,-2.590161133E1
3.826335879E1,3.761940002E1,1.117189026E1,-2.579504395E1
3.836347179E1,3.777357483E1,1.127911377E1,-2.592526245E1
3.846358579E1,3.783993530E1,1.131752014E1,-2.571820068E1
3.856369879E1,3.783171082E1,1.128295898E1,-2.561431885E1
